NIT,FRACASO,ACTIVOS,TAMA¥O,TIPO.COMERCIO,REGION,ZONA,B11,B12,B13,B14,B21,B22,B23,B24,B31,B32,B33,B41,B42,B43,B44,B51,B52,B53,B61,B62,B63,B64,B65,B66,B67,B68,B69,B610,B611,A1,A2,A3,A4,A5
800249578,0,1655.572816,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,0.054215036,0.052441758,0.098444314,0.112224044,0.034334834,0.033211802,0.062345604,0.071072422,0.408110376,0.059184832,0.467295207,0.082786573,0.222849932,0.896752093,0.488641717,0.20285339,0.546053091,2.197327357,0.085585938,0.142044004,0.696689649,0.230385433,0.927075083,0.505164765,0.5507178,1.033814239,0.182568843,0.485572001,-0.414431903,0.488641717,0.119856759,0.04956887,1.13997487,0.967291765
800249615,0,4428.071845,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,0.009349685,0.012780572,0.139209011,0.014072552,0.042167803,0.057641369,0.627843431,0.063468298,0.088540929,0.819650563,0.908191492,0.026557493,0.136585185,0.947058861,0.858517932,0.299945952,1.542622009,10.69628335,0.019428254,0.080491254,0.592905672,0.099919508,0.69282518,0.628052665,0.067162928,0.731554509,0.038065061,0.195768608,0.068862206,0.858517932,0.015827944,0.116467889,0.101089372,1.366952137
800249760,0,7732.803883,MEDIANA,POR MAYOR,ANTIOQUIA,OTRAS,-0.002789638,-0.004099109,-0.019566779,-0.005185419,0.019573808,0.02876186,0.137292512,0.03638408,0.692543008,0.097963707,0.790506714,0.001403686,0.397521855,0.955272213,0.262729206,0.002026858,0.574003132,1.379368794,0.000955275,0.255158384,0.379575541,0.270532455,0.650107996,0.178799671,0.142570105,0.680547373,0.004183422,1.124974238,-0.939019931,0.262729206,0.070006574,0.054434893,0.265011393,1.469405422
800250235,0,2601.932039,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,-0.040615818,-0.101895538,-0.146416205,-0.335106343,0.03687758,0.09251718,0.132940212,0.304263508,0.304069261,0,0.304069261,0.110749473,0.794856073,0.921504843,0.617435582,0.364224495,2.614062571,3.030575472,0.044145018,0.262075047,0.050482518,0.316831629,0.367314147,0.246111375,0.277399742,0.398602514,0.230040171,1.651013064,1.019424103,0.617435582,0.383260023,0.193120553,2.288724412,2.508764909
800250721,0,5409.745631,MEDIANA,POR MENOR,BOGOTA D.C.,CAPITAL,0.039366349,0.074118139,0.179790222,0.126104418,0.09179581,0.172831233,0.419241042,0.294054633,0.274294395,0.313457721,0.587752116,0.111066149,0.79363756,0.801131839,0.526837445,0.404915853,2.893378703,2.920700734,0.058990536,0.329584991,0.003980435,0.421524522,0.425504957,0.279819042,0.218957117,0.531129754,0.410829257,2.706166193,1.691562162,0.526837445,0.158838136,0.220171101,0.701397534,1.8827791
800250820,0,18245.05825,MEDIANA,POR MAYOR,ANTIOQUIA,OTRAS,0.00291104,0.011212771,0.035223781,0.016448962,0.00114273,0.004401578,0.01382711,0.006457047,0.420891155,0.260779278,0.681670433,0.026231215,0.291754425,0.465048188,0.044157033,0.062323036,0.6931826,1.104913188,0.006810102,0.063554811,0.044990222,0.075744771,0.120734993,0.011463971,0.082644162,0.259618241,0.041559515,0.431169541,-0.235670797,0.044157033,0,0.014908087,0.466984559,3.851809468
800251144,0,1418.481553,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.023823344,-0.060916307,-0.139602998,-0.108075443,-0.128402211,-0.328324541,-0.752427272,-0.582501176,0.563646144,0,0.563646144,0.282124424,0.947547073,0.947547073,0.383900929,0.500534648,1.681102732,1.681102732,0.110334121,0.258186419,0,0.370569736,0.370569736,0.150137202,0.17065066,0.391083195,0.302714841,1.01302441,0.40824142,0.383900929,0.419633234,-0.249603923,0.774162763,2.557000693
800251165,0,3387.702913,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,-0.00795494,-0.017574516,-0.066926238,-0.023832931,0.016757261,0.037021114,0.140981632,0.050204608,0.7374047,0,0.7374047,0.00199189,0.46134336,0.99801463,0.260609931,0.002701217,0.625631163,1.353415066,0.00090161,0.205154341,0.242919233,0.208822759,0.451741991,0.117962648,0.118861308,0.45264065,0.00573847,1.329092094,-0.795309904,0.260609931,0.086899046,0.058166606,0.356107441,2.20925805
800251304,0,15700.99612,MEDIANA,POR MAYOR,ANTIOQUIA,OTRAS,0.00925154,0.020977684,0.056513081,0.033361483,-0.008074446,-0.018308648,-0.0493228,-0.029116829,0.580636125,0.048163377,0.628799502,0.035996809,0.693377957,0.978783854,0.398147729,0.061995468,1.19416951,1.685709539,0.015875247,0.274353318,0.125869186,0.305792277,0.431661464,0.175590383,0.163706164,0.44101817,0.33387867,6.404715578,1.0191821,0.398147729,0.124134647,-0.012618377,0.590332049,2.267480273
800251491,0,10255.98641,MEDIANA,POR MAYOR,BOGOTA D.C.,CAPITAL,0.014930939,0.02145508,0.065738407,0.031849973,0.080139454,0.115156747,0.352840498,0.170949693,0.67362945,0,0.67362945,0.028029253,0.189165893,0.599016967,-0.074612483,0.041609305,0.280815949,0.889238092,0.019506013,0.11213761,0.285222031,0.131643623,0.416865654,-0.051924041,0.227126576,0.695916271,0.23814543,1.607213465,-4.11615614,-0.074612483,0.109669259,0.17464326,0.484495668,1.436954475
800251709,0,1127.003883,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.066643084,-0.065810176,-0.116420521,-0.151385154,0.04867504,0.048066698,0.085031683,0.11056929,0.288238202,0.14648194,0.434720143,0.294310452,0.436686476,0.556882095,0.268643892,1.021066777,1.515019425,1.932020427,0.298035311,0.144177966,0.121716842,0.442213277,0.563930119,0.27204391,0.572434166,1.012656224,0.594698134,0.882390109,0.299961861,0.268643892,0.362425012,0.07190778,1.300330493,0.987501954
800252066,0,1724.613592,PEQUE¥A,POR MENOR,BOGOTA D.C.,CAPITAL,-0.036552468,-0.026430496,-0.233495005,-0.029804184,0.000654459,0.000473229,0.004180646,0.000533633,0.458980041,0.427824836,0.886804877,0.004220745,0.168136384,0.99642005,0.53744001,0.009195923,0.366326135,2.170944185,0.005837146,0.226573249,1.145487872,0.232526847,1.378014718,0.743261081,0.156544969,1.382965666,0.01534308,0.611202515,-1.057262978,0.53744001,0.097376065,0.011729672,0.127643776,0.72308375
800253360,0,5710.295146,MEDIANA,POR MAYOR,CUNDINAMARCA,CAPITAL,-0.004131757,-0.024527484,-0.076223003,-0.036164807,0.002779975,0.016502856,0.051285215,0.024332811,0.616178933,0.062035217,0.67821415,0.001383882,0.699431187,0.795843095,0.179664161,0.002245909,1.135110515,1.291577903,0.000233121,0.105151076,0.016240988,0.117822104,0.134063092,0.030265178,0.05420617,0.168454176,0.007399457,3.623549829,0.328911615,0.179664161,0,0.036304249,0.474460537,5.936332513
800254012,0,3996.060194,PEQUE¥A,POR MENOR,VALLE,OTRAS,0.007241409,0.005975231,0.006688303,0.056045066,0.0243172,0.02006528,0.022459829,0.188203574,0.101257075,0.005357689,0.106614763,0.034383447,0.493713878,0.630645082,0.529388007,0.339565873,4.875845751,6.228158208,0.041669449,0.086779677,0.165947521,0.598333996,0.764281517,0.641567627,1.082697453,1.211904348,0.123997177,1.772266652,1.407102816,0.529388007,0.089195669,0.024171927,8.379564024,0.825147629
800254109,0,661.4194175,PEQUE¥A,POR MENOR,ANTIOQUIA,OTRAS,0.014458274,0.049942851,0.102393005,0.097498256,0.01338566,0.046237747,0.094796788,0.090265165,0.51224353,0,0.51224353,0.091254242,0.289269818,0.830966635,0.318723105,0.178146207,0.564711512,1.622210114,0.026417772,0.036081987,0.156819265,0.083742564,0.240561829,0.092269184,0.14120373,0.289496376,0.147614213,0.463706181,-0.364906539,0.318723105,0.283891585,0.082427855,0.952196449,3.454274677
800255928,0,1390.007767,PEQUE¥A,POR MAYOR,SANTANDER,OTRAS,-0.027931903,-0.073315328,-0.25401259,-0.103061974,0.030939639,0.081209999,0.281364927,0.114159793,0.711371281,0,0.711371281,0.063370851,0.365843608,0.533060424,-0.178310857,0.089082667,0.514279418,0.749342064,0.024143225,0.114939541,0.063706784,0.13938024,0.203087025,-0.067933427,0.109962671,0.380983122,0.104168763,0.600088838,-0.569260558,-0.178310857,0.033262717,0.118864947,0.405735692,2.624788189
800256018,0,1474.932039,PEQUE¥A,POR MENOR,ATLANTICO,OTRAS,-0.051768959,-0.049586398,-0.155794525,-0.07273727,0.041184755,0.03944842,0.123942212,0.057866078,0.34175243,0.339966825,0.681719255,0.033249482,0.34781877,0.706694776,0.364942346,0.097291137,1.017750685,2.06785589,0.034712969,0.271687203,0.374672051,0.363128127,0.737800179,0.381005403,0.332289976,1.044015329,0.058498402,0.516346511,-0.08492514,0.364942346,0.032342336,0.03944842,0.4668795,0.957840342
800256159,0,1964.153398,PEQUE¥A,POR MAYOR,ANTIOQUIA,OTRAS,-0.019093315,-0.043882821,-0.067518257,-0.125358027,0.011814469,0.027153601,0.041778622,0.077568437,0.342525062,0.00753486,0.350059922,0.080682369,0.656265444,0.903951854,0.561426792,0.235551724,1.915963288,2.639082373,0.035104714,0.220809735,0.107767789,0.285539589,0.393307378,0.244275509,0.282787437,0.435097706,0.134229105,1.076373045,0.506523238,0.561426792,0.434628933,0.057137511,1.856653781,2.298334341
800256724,0,4596.912621,PEQUE¥A,POR MAYOR,VALLE,OTRAS,0.014524438,0.011761767,0.031375475,0.018814955,0.137985568,0.111739547,0.298074375,0.178746484,0.541931267,0.083197372,0.625128639,0.017386316,0.852137453,0.966944883,0.425013616,0.032082142,1.572408725,1.784257416,0.021470113,1.03082224,0.141774053,1.052292353,1.194066405,0.524843234,0.462923281,1.234885696,0.072330985,3.545083458,1.290527501,0.425013616,0,0.114335716,0.599670751,0.809791548
802000282,0,7818.172816,MEDIANA,POR MENOR,ATLANTICO,OTRAS,-0.000810843,-0.000727034,-0.005209837,-0.000844946,0.037213904,0.033367448,0.239107203,0.038779074,0.86044984,0,0.86044984,0.002010082,0.248755154,0.838563755,-0.021886086,0.002336083,0.28909896,0.974564368,0.002241796,0.274904046,0.657799184,0.277430572,0.935229757,-0.024409019,0.155636898,1.115275674,0.01516461,1.876676811,-4.614791745,-0.021886086,0.084732969,0.033367448,0.162182795,0.8966393
802000750,0,1055.219417,PEQUE¥A,POR MENOR,ATLANTICO,OTRAS,0.020644728,0.046560324,0.290274782,0.055455422,0.029659788,0.066892107,0.417030854,0.079671481,0.839599141,0,0.839599141,0.078037282,0.691913919,0.983797452,0.144198312,0.092945881,0.824100319,1.171746616,0.034601529,0.272191315,0.129420404,0.306792844,0.436213248,0.063937159,0.071121326,0.443397416,0.136416468,1.209530246,-0.25816758,0.144198312,0.026445157,0.066892107,0.191044573,2.2553131
802001100,0,3413.190291,PEQUE¥A,POR MENOR,ATLANTICO,OTRAS,-0.047541107,-0.087947011,-0.298457609,-0.124689468,0.00937175,0.017336941,0.058834768,0.02457996,0.314719436,0.390608865,0.705328301,0.059086844,0.315907662,0.538016077,0.223296641,0.187744502,1.003775509,1.709510172,0.031940301,0.138752886,0.120064114,0.170768737,0.290832851,0.120706428,0.159289311,0.540565354,0.056836072,0.303873915,0.001142964,0.223296641,0.165783728,0.047094945,0.417779492,1.849915081
802001232,0,4843.106796,PEQUE¥A,POR MENOR,ATLANTICO,OTRAS,0.049094581,0.120186197,0.366046793,0.178937873,0.037352074,0.091439905,0.278495241,0.136139278,0.42061386,0.25105053,0.67166439,0.15339105,0.40763266,0.738900888,0.318287028,0.364683774,0.969137489,1.756720257,0.062658354,0.103854565,0.135318989,0.166512919,0.301831907,0.130016329,0.134121051,0.408487677,0.14609157,0.388234485,-0.012363458,0.318287028,0.222301638,0.140340542,0.488838794,2.448054264
802001742,0,7400.217476,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,0.033631686,0.004663152,0.009155472,0.009503632,-0.144862503,-0.020085697,-0.039435567,-0.040935203,0.467410454,0.023260055,0.490670509,0.009954302,0.462477645,0.859818047,0.392407593,0.021296705,0.989446516,1.839535336,0.071792637,3.153895047,2.865707113,3.335491363,6.201198476,2.830130601,3.673397268,7.212221818,0.159514325,7.411047604,-0.079046591,0.392407593,0.163540947,-0.020085697,1.038027519,0.138653528
802001786,0,9034.720388,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,-0.027438927,-0.052178942,-0.095829161,-0.114553019,0.120055844,0.228302909,0.419289375,0.501213443,0.455500371,0,0.455500371,0.267306145,0.312306921,0.918582869,0.463082498,0.586840676,0.685634835,2.016645711,0.140566167,0.022986379,0.318817533,0.164230368,0.483047902,0.243517527,0.28633171,0.525862084,0.958837969,1.115633969,-0.518264309,0.463082498,0.251956814,0.342188914,1.195387895,1.90163929
802001959,0,3647.897087,PEQUE¥A,POR MAYOR,ATLANTICO,OTRAS,-0.036619169,-0.071840824,-0.279599319,-0.096682667,0.03601051,0.070646734,0.274952008,0.095075673,0.743057945,0,0.743057945,0.088892885,0.68968243,1,0.256942055,0.119631162,0.928167762,1.345790065,0.045311056,0.306238328,0.158177076,0.351549384,0.50972646,0.130970164,0.130970164,0.50972646,0.168613923,1.308204363,-0.101243817,0.256942055,0.090531072,0.105443025,0.345790065,1.96183655
802002267,0,16023.39806,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,-0.017638602,-0.028234921,-0.07378455,-0.045736947,0.02411938,0.038609001,0.100894484,0.062541625,0.617332881,0,0.617332881,0.572145018,0.598646565,0.697288217,0.079955336,0.926801464,0.969730568,1.129517378,0.357423988,0.015711627,0.061622301,0.373979736,0.435602037,0.049948796,0.23905549,0.62470873,1.116612463,1.168333542,-0.036468679,0.079955336,0.282139896,0.065609027,0.619871597,1.600745998
802002409,0,3956.081553,PEQUE¥A,POR MENOR,ATLANTICO,OTRAS,-0.00017198,-0.000434344,-0.000523587,-0.002548296,0.011457057,0.028935433,0.034880664,0.169764149,0.170444897,0,0.170444897,0.121328892,0.635786115,0.824196064,0.653751167,0.711836459,3.730156351,4.835557292,0.04804048,0.137507452,0.074601394,0.251741113,0.326342507,0.258854421,0.328464432,0.395952518,0.228767419,1.198784117,0.877407744,0.653751167,0.745865405,0.05954163,4.866998766,2.525555351
802002698,0,2048.603883,PEQUE¥A,POR MAYOR,ATLANTICO,OTRAS,0.063822146,0.186513834,0.477235529,0.306172639,0.024731666,0.072275819,0.184933138,0.118644701,0.201047817,0.408130832,0.609178649,0.282794786,0.745399833,0.874382741,0.673334924,1.40660461,3.707574862,4.349128251,0.096767996,0.158245459,0.044135954,0.255064279,0.299200233,0.230404783,0.133733014,0.342184513,0.48106705,1.268012411,0.926006529,0.673334924,0.197712863,0.107874076,0.641554578,2.922399939
802002769,0,4056.256311,PEQUE¥A,POR MAYOR,BOGOTA D.C.,CAPITAL,-0.097691045,-0.135274959,-0.249383149,-0.295643068,0.053106186,0.073537315,0.135568085,0.160715609,0.329137302,0.128424447,0.457561749,0.042002714,0.301168883,0.618459667,0.289322364,0.127614566,0.915025071,1.879032435,0.030332953,0.187161127,0.229136777,0.217494081,0.446630858,0.208938922,0.391730737,0.722166507,0.079482618,0.569908206,-0.052925227,0.289322364,0.302160315,0.111332064,1.185497371,1.384722207
802003197,0,7022.726214,MEDIANA,POR MENOR,ATLANTICO,OTRAS,0.025801681,0.021559184,0.037928354,0.04995393,0.002012996,0.001682005,0.002959095,0.003897306,0.43158134,0,0.43158134,0.036463674,0.056643075,0.892644804,0.461063463,0.084488532,0.131245421,2.068311856,0.043639133,0.024150379,1.00051329,0.067789512,1.068302801,0.551793263,0.680274219,1.196783757,0.071892903,0.111679231,-0.739239834,0.461063463,0,0.006959438,1.317060323,0.835572838
802003748,0,1266.252427,PEQUE¥A,POR MAYOR,ATLANTICO,OTRAS,-0.034974784,-0.032196667,0.433432148,-0.029970376,-0.291856231,-0.268673506,3.616887899,-0.250095636,1.074283061,0,1.074283061,0.045131438,0.411306633,0.80948073,-0.264802332,0.04201075,0.382866163,0.753507859,0.049025643,0.395168589,0.432530891,0.446796581,0.879327472,-0.287651029,-0.080692639,1.086285862,0.061386573,0.556189786,-0.905021272,-0.264802332,0.173221013,-0.262841498,-0.069146637,0.920567997
802004203,0,1801.730097,PEQUE¥A,POR MAYOR,ATLANTICO,OTRAS,0.001539523,0.001468062,0.005208368,0.002044273,0.093003266,0.088686286,0.314639862,0.123495459,0.345466131,0.372667849,0.71813398,0.002403729,0.480517536,0.561498602,0.216032471,0.00695793,1.390925169,1.625336183,0.002520735,0.501386944,0.08492298,0.50390768,0.588830659,0.22654828,0.295586407,1.048676982,0.012402959,2.479413696,0.696849291,0.216032471,0.138228932,0.132366976,0.392497818,0.953582483
802004520,0,3451.374757,PEQUE¥A,POR MAYOR,ATLANTICO,OTRAS,-0.011717747,-0.013901244,-0.021306343,-0.039997395,0.058483515,0.069381392,0.106340393,0.199627812,0.347553736,0,0.347553736,0.060206488,0.465766437,0.922842883,0.575289146,0.173229294,1.340127839,2.655252372,0.050749732,0.334920136,0.385282514,0.392607551,0.777890065,0.484927305,0.549965196,0.842927957,0.143360858,1.109061126,0.281482522,0.575289146,0.474933796,0.103554255,1.877252912,1.186341006
802005113,0,944.8349515,PEQUE¥A,POR MAYOR,ATLANTICO,OTRAS,-0.005668386,-0.019938912,-0.034713998,-0.046846383,0.033258269,0.116988089,0.203678332,0.274862985,0.336415412,0.089207882,0.425623295,0.003979187,0.295233423,0.825406329,0.488990917,0.011828194,0.877585903,2.45353304,0.001131234,0.082799982,0.150721609,0.083931216,0.234652825,0.139014078,0.163288203,0.284287649,0.006322407,0.469087313,-0.065432796,0.488990917,0.400590728,0.1509616,1.349495463,3.517563997
802005438,0,14767.75534,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,-0.085472147,-0.013617175,-0.126410961,-0.015261126,0.035045641,0.00558337,0.051831542,0.00625743,0.331931308,0.560347216,0.892278524,0.006173799,0.168761461,0.866667784,0.534736476,0.01859963,0.508422847,2.610985352,0.038751641,0.919683455,4.380611288,1.059280215,5.439891503,3.356428454,0.676145058,6.276789794,0.216100037,5.907117427,-5.711395513,0.534736476,0.022125308,0.009259232,0.12072629,0.159317108
802005773,0,18899.69515,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,-0.071695578,-0.00574207,-0.009731893,-0.014005939,0.029429689,0.002357012,0.003994759,0.005749175,0.05178672,0.35818723,0.40997395,0.000858947,0.060276556,0.061184407,0.009397687,0.01658624,1.163938471,1.181469051,0.010724825,0.741889201,0.011335445,0.752614026,0.763949471,0.117339667,7.367074546,12.48601574,0.038159793,2.677861344,0.377171565,0.009397687,0.056450591,0.003517839,1.439179367,0.0800896
802006240,0,18266.44854,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,-0.014748801,-0.015345164,-0.018423276,-0.091844669,0.274609651,0.285713398,0.343025128,1.710066604,0.167077351,0,0.167077351,0.248719199,0.646143985,0.849992989,0.682915638,1.488647012,3.867334391,5.087421993,0.239053166,0.192275837,0.195926772,0.621032738,0.816959511,0.656375326,0.800552579,0.961136763,0.774262956,2.007850701,1.487738848,0.682915638,0.496557129,0.285713398,4.98525171,1.040434658
802007556,0,11108.31262,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,0.011184362,0.036357584,0.231627422,0.043127057,0.002273797,0.00739155,0.047090196,0.008767794,0.710684469,0.13234973,0.843034199,0.046936376,0.585435819,0.76561528,0.05493081,0.066043902,0.823763349,1.077292825,0.014438623,0.162720922,0.055427016,0.180092448,0.235519464,0.01689788,0.048286003,0.307621165,0.17211346,2.111804093,-0.494242093,0.05493081,1.90E-05,0.011032261,0.186191499,3.25075162
802008458,0,2657.421359,PEQUE¥A,POR MAYOR,ATLANTICO,OTRAS,0.006261039,0.009624594,0.045084886,0.012236891,0.03532234,0.054298208,0.254351353,0.069035769,0.696860149,0.089662676,0.786522825,0.012427624,0.597200284,0.898525166,0.201665017,0.017833742,0.856987281,1.289390945,0.00808448,0.362378154,0.196019359,0.388493696,0.584513056,0.131188129,0.138872232,0.650524969,0.02716823,1.245108732,-0.278308516,0.201665017,0.008115358,0.054298208,0.271418918,1.537220011
802008687,0,2061.293204,PEQUE¥A,POR MAYOR,ATLANTICO,OTRAS,-0.007573674,-0.059611462,-0.163403147,-0.093848562,0.012063567,0.094950854,0.26027324,0.149484694,0.635187798,0,0.635187798,0.021078526,0.624745211,0.939553391,0.304365593,0.033184715,0.983559843,1.479174181,0.00267804,0.073468265,0.039996581,0.07937428,0.119370862,0.038669844,0.046349625,0.127050642,0.025323522,0.720038728,-0.043069313,0.304365593,0.182066111,0.155474641,0.574337546,7.870877172
802008945,0,1606.31068,PEQUE¥A,POR MENOR,ATLANTICO,OTRAS,0.057519139,0.090361998,0.182149007,0.179321109,0.03738963,0.058738738,0.118403787,0.116565546,0.503911663,0,0.503911663,0.090361998,0.540019778,0.540019778,0.036108115,0.179321109,1.071655645,1.071655645,0.057519139,0.286225725,0,0.343744864,0.343744864,0.022984305,0.31578069,0.63654125,0.289590375,1.730644883,0.115718585,0.036108115,0.398672587,0.095861652,0.984474808,1.570990097
802009563,0,14425.63495,MEDIANA,POR MENOR,ATLANTICO,OTRAS,-0.024305052,-0.049201389,-0.087186957,-0.112930241,0.010708138,0.021676779,0.038412175,0.049753958,0.435679483,0,0.435679483,0.12719806,0.68290845,0.85694594,0.421266457,0.291953294,1.567456072,1.966918283,0.062834721,0.274516035,0.085972986,0.337350756,0.423323742,0.208101917,0.278769362,0.493991187,0.433111176,2.325312837,0.841818097,0.421266457,0.431528551,0.042117137,1.295265303,2.024327611
802009754,0,2428.532039,PEQUE¥A,POR MENOR,ATLANTICO,OTRAS,0.022733792,0.04843376,0.082658323,0.116976024,0.02273845,0.048443684,0.08267526,0.116999992,0.414048606,0,0.414048606,0.084758165,0.481171323,0.659234819,0.245186213,0.204705835,1.162113135,1.592167707,0.039783707,0.185668902,0.083579273,0.225851736,0.309431009,0.11508527,0.275033305,0.469379044,0.211973248,1.201243567,0.165741829,0.245186213,0.478568627,0.09617493,1.415175384,2.13047432
802009981,0,7105.720388,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,-0.003652131,-0.002685709,-0.005545975,-0.005207512,0.051417037,0.037811124,0.078079792,0.073314685,0.151702283,0.364035104,0.515737388,0.06112582,0.236326041,0.649963288,0.498261005,0.402932761,1.557827841,4.284466086,0.083121267,0.238244073,0.562480015,0.32136534,0.883845356,0.677554691,0.658519133,1.359838889,0.188385217,0.728339229,0.260804107,0.498261005,0.15240877,0.070179018,0.938971313,0.735381234
802010310,0,2371.454369,PEQUE¥A,POR MAYOR,ATLANTICO,OTRAS,0.014301198,0.018799419,0.04247945,0.033724152,0.050862235,0.066860165,0.151078235,0.119940004,0.557446743,0,0.557446743,0.08992496,0.489172014,1,0.442553257,0.161315788,0.877522418,1.793893339,0.068408214,0.299087017,0.388599892,0.372125642,0.760725535,0.336661563,0.336661563,0.760725535,0.234476726,1.259630591,-0.193895623,0.442553257,0,0.103531691,0.793893339,1.314534552
802010686,0,14640.76505,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,-0.002753657,-0.002436168,1.446290554,-0.002432071,-0.093313628,-0.082554819,49.01069098,-0.082415995,0.30739102,0.694293404,1.001684425,0.014294652,0.847216591,0.854612172,0.547221151,0.046503153,2.756152699,2.780211896,0.016157576,0.496288159,0.008359397,0.957628581,0.965987978,0.618536771,-0.001903944,1.130323215,0.030611066,1.814259199,1.156001332,0.547221151,0.004015428,-0.06159263,-0.001681592,0.8847027
802010788,0,12024.23107,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,-0.037637587,-0.020793373,-0.038282333,-0.045515503,-0.36425787,-0.20123898,-0.370497744,-0.440500608,0.326859515,0.129982034,0.45684155,0.001379135,0.379323992,0.420758809,0.093899294,0.00421935,1.160510784,1.287277223,0.002496339,0.677616137,0.075000172,0.686605295,0.761605467,0.169964868,0.983158134,1.810076107,0.012642758,3.454279248,0.4579039,0.093899294,0.739663705,-0.184682526,1.188942755,0.552462958
802011122,0,28144.96311,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,0.050036303,0.113527352,0.531133265,0.144390084,0.014437831,0.03275799,0.153256972,0.041663343,0.107377815,0.678876673,0.786254488,0.181188487,0.641954124,0.955502488,0.848124673,1.687392198,5.978461424,8.898509332,0.079857426,0.202649208,0.13819402,0.282936323,0.421130343,0.3738044,0.094206684,0.440742277,0.76443728,2.704302067,2.251273256,0.848124673,0.119858708,0.054194264,0.271852835,2.268899652
802011129,0,14706.98252,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,-0.003781985,-0.003019533,-0.009992763,-0.004327044,-0.052200008,-0.041676429,-0.13792289,-0.059723065,0.697828044,0,0.697828044,0.043058949,0.24349177,0.892838625,0.195010582,0.06170424,0.348928038,1.279453632,0.053931623,0.251043455,0.813311302,0.304975079,1.118286381,0.244252064,0.378472407,1.252506723,0.356709965,2.017140274,-3.763823297,0.195010582,0.123226868,-0.026289628,0.433017789,0.798398908
802011783,0,9738.316505,MEDIANA,POR MAYOR,ATLANTICO,OTRAS,-0.001375147,-0.002639424,-0.013485551,-0.003281732,0.010973309,0.021061912,0.107611165,0.026187366,0.804277627,0,0.804277627,0.017290316,0.352496005,0.942593938,0.13831631,0.021497944,0.438276527,1.171975827,0.009008298,0.174221074,0.307442509,0.183651307,0.491093816,0.072063146,0.101971849,0.521002519,0.08433859,1.715452439,-2.20764775,0.13831631,0.100462163,0.035451622,0.243351756,1.919376517
802012403,0,1107.025243,PEQUE¥A,POR MENOR,ATLANTICO,OTRAS,-0.074500199,-0.130178735,-0.378091088,-0.198535566,0.017622519,0.0307929,0.089434891,0.046962246,0.474972664,0.180722119,0.655694782,0.046112221,0.482800233,0.996198155,0.521225491,0.097083946,1.016480042,2.097379978,0.026389638,0.249912891,0.29381333,0.276302529,0.570115858,0.298292982,0.197042992,0.572291623,0.408827943,4.280475407,0.069398722,0.521225491,0.219526878,0.06057971,0.525099829,1.747360891
802013203,0,1694.114563,PEQUE¥A,POR MENOR,ATLANTICO,OTRAS,0.045339878,0.033836531,0.548478748,0.036061205,0.018349139,0.013693711,0.221970438,0.014594041,0.938308401,0,0.938308401,0.039944308,0.041641741,0.998418237,0.060109836,0.042570554,0.044379589,1.064061919,0.053524105,0.000711259,1.282050136,0.055798611,1.337848747,0.080545273,0.082664785,1.33996826,0.15585311,0.157924174,-3.503130131,0.060109836,0.033329147,0.024662447,0.065747679,0.746286334
802013210,0,2911.151456,PEQUE¥A,POR MAYOR,ATLANTICO,OTRAS,0.017261049,0.020594597,0.064953795,0.030156029,0.046473044,0.055448172,0.174879322,0.081191036,0.682934658,0,0.682934658,0.05791858,0.515693313,0.991241175,0.308306517,0.084808377,0.755113695,1.451443653,0.048543579,0.379307412,0.398573225,0.432220526,0.830793751,0.258402429,0.265743506,0.838134828,0.199155611,1.773234382,-0.575066798,0.308306517,0.23170205,0.088051417,0.464268929,1.193125458
802013562,0,12395.70485,MEDIANA,POR MENOR,ATLANTICO,OTRAS,-0.024280732,-0.020739701,-0.030975598,-0.062761924,0.097988723,0.083698332,0.125006912,0.25328564,0.330450365,0,0.330450365,0.157626889,0.196371811,0.95176528,0.621314914,0.477006248,0.59425509,2.880206468,0.184539608,0.035084368,0.884366974,0.229899717,1.114266691,0.727396269,0.783866434,1.170736856,0.39898333,0.497054023,-0.339378061,0.621314914,0.178665667,0.124922937,2.026173081,0.85416291
